id,GalaxyID,Label
1271,530033,Elliptical
1272,530044,Spiral
1273,530076,Lenticular
1274,530084,Bar Spiral
1275,530113,Spiral
1276,530121,Spiral
1277,530162,Elliptical
1278,530165,Elliptical
1279,530169,Elliptical
1280,530194,Elliptical
1281,530216,Elliptical Cigar
1282,530233,Spiral
1283,530256,Spiral
1284,530257,Elliptical
1285,530263,Elliptical
1286,530270,Spiral
1287,530280,Elliptical
1288,530291,Spiral
1289,530309,Irregular
1290,530350,Spiral
1291,530369,Irregular
1292,530377,Bar Spiral
1293,530381,Spiral
1294,530397,Elliptical
1295,530414,Irregular
1296,530419,Bar Spiral
1297,530441,Irregular
1298,530477,Elliptical Cigar
1299,530501,Lenticular
1300,530527,Elliptical
1301,530528,Bar Spiral
1302,530577,Elliptical
1303,530589,Elliptical
1304,530597,Bar Spiral
1305,530601,Elliptical
1306,530621,Spiral
1307,530658,Irregular
1308,530675,Irregular
1309,530678,Spiral
1310,530692,Elliptical
1311,530701,Elliptical
1312,530710,Spiral
1313,530750,Elliptical
1314,530778,Spiral
1315,530799,Irregular
1316,530802,Lenticular
1317,530833,Elliptical
1318,530834,Elliptical
1319,530842,Spiral
1320,530859,Elliptical
1321,530861,Lenticular
1322,530863,Bar Spiral
1323,530899,Spiral
1324,530946,Spiral
1325,530949,Irregular
1326,530978,Spiral
1327,531053,Elliptical
1328,531095,Elliptical Cigar
1329,531125,Elliptical
1330,531141,Irregular
1331,531151,Elliptical
1332,531155,Irregular
1333,531165,Elliptical
1334,531180,Spiral
1335,531195,Elliptical
1336,531202,Irregular
1337,531225,Spiral
1338,531249,Elliptical
1339,531261,Irregular
1340,531268,Spiral
1341,531270,Bar Spiral
1342,531300,Elliptical
1343,531325,Elliptical
1344,531345,Spiral
1345,531359,Elliptical
1346,531363,Irregular
1347,531391,Elliptical Cigar
1348,531410,Spiral
1349,531422,Spiral
1350,531426,Elliptical
1351,531427,Spiral
1352,531431,Spiral
1353,531435,Bar Spiral
1354,531443,Irregular
1355,531452,Elliptical
1356,531462,Elliptical
1357,531469,Spiral
1358,531501,Elliptical
1359,531508,Elliptical
1360,531514,Elliptical
1361,531516,Irregular
1362,531517,Elliptical
1363,531568,Elliptical
1364,531575,Elliptical
1365,531605,Spiral
1366,531606,Irregular
1367,531613,Spiral
1368,531618,Irregular
1369,531632,Elliptical
1370,531639,Spiral
1371,531670,Elliptical
1372,531679,Elliptical
1373,531688,Elliptical
1374,531695,Elliptical Cigar
1375,531747,Elliptical
1376,531759,Spiral
1377,531765,Elliptical
1378,531817,Elliptical
1379,531825,Irregular
1380,531826,Elliptical
1381,531850,Irregular
1382,531861,Elliptical
1383,531870,Spiral
1384,531875,Spiral
1385,531896,Spiral
1386,531900,Elliptical
1387,531918,Spiral
1388,531944,Elliptical
1389,531946,Elliptical
1390,531964,Spiral
1391,531984,Elliptical
1392,531985,Spiral
1393,532050,Spiral
1394,532059,Elliptical
1395,532065,Spiral
1396,532069,Irregular
1397,532082,Spiral
1398,532091,Spiral
1399,532101,Spiral
1400,532127,Irregular
1401,532141,Irregular
1402,532152,Irregular
1403,532174,Irregular
1404,532180,Elliptical
1405,532240,Elliptical Cigar
1406,532248,Elliptical
1407,532263,Elliptical
1408,532268,Elliptical
1409,532286,Spiral
1410,532296,Elliptical
1411,532298,Spiral
1412,532301,Irregular
1413,532328,Spiral
1414,532331,Elliptical
1415,532370,Spiral
1416,532373,Elliptical
1417,532417,Spiral
1418,532452,Spiral
1419,532459,Spiral
1420,532485,Irregular
1421,532497,Lenticular
1422,532508,Irregular
1423,532511,Elliptical
1424,532525,Bar Spiral
1425,532570,Spiral
1426,532574,Spiral
1427,532591,Irregular
1428,532598,Lenticular
1429,532608,Elliptical
1430,532647,Bar Spiral
1431,532657,Elliptical
1432,532680,Elliptical
1433,532693,Spiral
1434,532744,Elliptical
1435,532753,Irregular
1436,532760,Elliptical
1437,532763,Irregular
1438,532790,Bar Spiral
1439,532791,Elliptical
1440,532805,Irregular
1441,532828,Elliptical
1442,532836,Spiral
1443,532838,Elliptical
1444,532847,Elliptical
1445,532851,Elliptical
1446,532856,Bar Spiral
1447,532880,Bar Spiral
1448,532906,Bar Spiral
1449,532918,Elliptical
1450,532920,Spiral
1451,532936,Spiral
1452,532940,Irregular
1453,532944,Spiral
1454,532946,Irregular
1455,532966,Elliptical
1456,532974,Elliptical
1457,532994,Elliptical
1458,532995,Spiral
1459,533003,Spiral
1460,533005,Elliptical
1461,533011,Irregular
1462,533018,Elliptical
1463,533032,Elliptical
1464,533035,Elliptical
1465,533064,Irregular
1466,533077,Elliptical
1467,533109,Elliptical
1468,533111,Irregular
1469,533123,Elliptical
1470,533129,Lenticular
1471,533148,Elliptical
1472,533150,Spiral
1473,533160,Spiral
1474,533177,Spiral
1475,533187,Lenticular
1476,533192,Spiral
1477,533199,Elliptical
1478,533303,Elliptical
1479,533323,Elliptical Cigar
1480,533324,Elliptical
1481,533333,Elliptical
1482,533347,Lenticular
1483,533357,Irregular
1484,533378,Elliptical
1485,533396,Bar Spiral
1486,533400,Irregular
1487,533419,Elliptical
1488,533425,Elliptical
1489,533431,Irregular
1490,533440,Spiral
1491,533459,Bar Spiral
1492,533461,Lenticular
1493,533469,Spiral
1494,533483,Spiral
1495,533495,Elliptical
1496,533499,Lenticular
1497,533513,Irregular
1498,533518,Spiral
1499,533529,Elliptical
1500,533531,Elliptical
1501,533537,Bar Spiral
1502,533544,Spiral
1503,533549,Spiral
1504,533558,Bar Spiral
1505,533559,Elliptical
1506,533574,Irregular
1507,533597,Spiral
1508,533632,Irregular
1509,533655,Spiral
1510,533691,Spiral
1511,533697,Spiral
1512,533756,Elliptical
1513,533766,Spiral
1514,533767,Elliptical
1515,533790,Irregular
1516,533809,Irregular
1517,533826,Elliptical
1518,533861,Lenticular
1519,533873,Irregular
1520,533877,Elliptical
1521,533885,Bar Spiral
1522,533924,Elliptical
1523,533925,Irregular
1524,533938,Bar Spiral
1525,533969,Elliptical
1526,533977,Spiral
1527,534004,Bar Spiral
1528,534043,Elliptical
1529,534054,Lenticular
1530,534072,Irregular
1531,534074,Spiral
1532,534078,Spiral
1533,534086,Elliptical Cigar
1534,534089,Elliptical
1535,534095,Irregular
1536,534096,Irregular
1537,534107,Elliptical
1538,534113,Bar Spiral
1539,534136,Lenticular
1540,534138,Irregular
1541,534139,Lenticular
1542,534164,Spiral
1543,534208,Irregular
1544,534227,Elliptical
1545,534243,Spiral
1546,534249,Elliptical
1547,534266,Elliptical
1548,534286,Spiral
1549,534291,Irregular
1550,534309,Spiral
1551,534321,Elliptical
1552,534331,Elliptical
1553,534342,Lenticular
1554,534356,Bar Spiral
1555,534371,Elliptical
1556,534374,Irregular
1557,534479,Elliptical Cigar
1558,534513,Elliptical
1559,534558,Bar Spiral
1560,534568,Spiral
1561,534587,Spiral
1562,534610,Bar Spiral
1563,534614,Spiral
1564,534618,Elliptical
1565,534655,Elliptical
1566,534657,Irregular
1567,534676,Elliptical
1568,534689,Spiral
1569,534725,Spiral
1570,534738,Spiral
1571,534741,Elliptical
1572,534754,Irregular
1573,534763,Bar Spiral
1574,534773,Elliptical
1575,534791,Bar Spiral
1576,534795,Elliptical
1577,534803,Elliptical
1578,534806,Bar Spiral
1579,534814,Irregular
1580,534819,Elliptical
1581,534827,Elliptical
1582,534835,Spiral
1583,534856,Spiral
1584,534873,Irregular
1585,534874,Bar Spiral
1586,534876,Lenticular
1587,534903,Elliptical
1588,534922,Irregular
1589,534937,Spiral
1590,534950,Irregular
1591,534959,Lenticular
1592,534981,Elliptical
1593,535020,Elliptical
1594,535044,Spiral
1595,535057,Irregular
1596,535062,Elliptical
1597,535075,Elliptical
1598,535080,Elliptical
1599,535103,Spiral
1600,535127,Spiral
1601,535135,Elliptical
1602,535144,Irregular
1603,535148,Spiral
1604,535167,Spiral
1605,535234,Spiral
1606,535251,Elliptical Cigar
1607,535256,Bar Spiral
1608,535319,Spiral
1609,535322,Bar Spiral
1610,535323,Elliptical
1611,535327,Spiral
1612,535339,Elliptical
1613,535349,Bar Spiral
1614,535354,Spiral
1615,535369,Lenticular
1616,535376,Spiral
1617,535406,Elliptical
1618,535419,Elliptical
1619,535421,Spiral
1620,535444,Irregular
1621,535446,Elliptical
1622,535450,Elliptical
1623,535454,Spiral
1624,535459,Bar Spiral
1625,535463,Lenticular
1626,535466,Elliptical
1627,535483,Spiral
1628,535499,Spiral
1629,535514,Spiral
1630,535569,Elliptical
1631,535580,Elliptical
1632,535587,Elliptical
1633,535606,Spiral
1634,535678,Spiral
1635,535700,Lenticular
1636,535701,Elliptical
1637,535720,Elliptical
1638,535721,Spiral
1639,535735,Elliptical
1640,535810,Spiral
1641,535848,Lenticular
1642,535851,Spiral
1643,535886,Irregular
1644,535888,Elliptical
1645,535895,Bar Spiral
1646,535902,Spiral
1647,535913,Bar Spiral
1648,535918,Elliptical
1649,535919,Spiral
1650,535956,Lenticular
1651,535992,Spiral
1652,535996,Bar Spiral
1653,536004,Elliptical
1654,536050,Spiral
1655,536055,Elliptical
1656,536067,Elliptical
1657,536094,Elliptical
1658,536098,Spiral
1659,536105,Elliptical
1660,536124,Elliptical
1661,536141,Elliptical
1662,536161,Spiral
1663,536171,Elliptical
1664,536186,Spiral
1665,536198,Elliptical
1666,536222,Elliptical
1667,536242,Lenticular
1668,536266,Spiral
1669,536277,Irregular
1670,536293,Bar Spiral
1671,536308,Elliptical
1672,536350,Elliptical
1673,536370,Elliptical
1674,536382,Spiral
1675,536413,Elliptical
1676,536415,Spiral
1677,536426,Spiral
1678,536429,Spiral
1679,536438,Spiral
1680,536465,Bar Spiral
1681,536483,Irregular
1682,536499,Elliptical Cigar
1683,536510,Elliptical Cigar
1684,536530,Spiral
1685,536538,Elliptical
1686,536545,Elliptical
1687,536548,Spiral
1688,536555,Bar Spiral
1689,536585,Elliptical
1690,536591,Elliptical
1691,536621,Bar Spiral
1692,536636,Elliptical
1693,536641,Spiral
1694,536652,Irregular
1695,536721,Elliptical
1696,536731,Irregular
1697,536779,Irregular
1698,536807,Irregular
1699,536810,Bar Spiral
1700,536821,Spiral
1701,536829,Lenticular
1702,536832,Elliptical
1703,536845,Bar Spiral
1704,536856,Lenticular
1705,536858,Spiral
1706,536862,Elliptical
1707,536899,Spiral
1708,536901,Irregular
1709,536925,Spiral
1710,536945,Spiral
1711,536956,Spiral
1712,536970,Elliptical
1713,536978,Spiral
1714,536982,Bar Spiral
1715,537023,Spiral
1716,537068,Lenticular
1717,537077,Elliptical
1718,537092,Irregular
1719,537099,Elliptical
1720,537107,Spiral
1721,537130,Bar Spiral
1722,537131,Elliptical
1723,537165,Spiral
1724,537181,Elliptical
1725,537211,Spiral
1726,537226,Spiral
1727,537250,Spiral
1728,537267,Bar Spiral
1729,537284,Bar Spiral
1730,537309,Elliptical
1731,537333,Lenticular
1732,537349,Irregular
1733,537357,Elliptical
1734,537359,Spiral
1735,537363,Spiral
1736,537398,Bar Spiral
1737,537418,Bar Spiral
1738,537422,Spiral
1739,537435,Elliptical
1740,537469,Elliptical
1741,537470,Irregular
1742,537480,Spiral
1743,537490,Elliptical
1744,537497,Elliptical
1745,537508,Irregular
1746,537519,Lenticular
1747,537570,Spiral
1748,537586,Irregular
1749,537605,Spiral
1750,537624,Spiral
1751,537638,Bar Spiral
1752,537664,Elliptical
1753,537748,Elliptical
1754,537751,Spiral
1755,537766,Elliptical Cigar
1756,537790,Spiral
1757,537797,Elliptical
1758,537804,Spiral
1759,537811,Elliptical Cigar
1760,537843,Spiral
1761,537862,Spiral
1762,537892,Irregular
1763,537895,Spiral
1764,537902,Spiral
1765,537912,Elliptical
1766,537932,Spiral
1767,537954,Spiral
1768,537964,Spiral
1769,537975,Elliptical
1770,537980,Elliptical
1771,537996,Irregular
1772,538004,Elliptical
1773,538012,Spiral
1774,538016,Spiral
1775,538028,Elliptical
1776,538030,Irregular
1777,538052,Irregular
1778,538059,Spiral
1779,538071,Spiral
1780,538072,Elliptical
1781,538100,Spiral
1782,538106,Bar Spiral
1783,538129,Bar Spiral
1784,538186,Spiral
1785,538202,Spiral
1786,538221,Spiral
1787,538228,Elliptical
1788,538231,Lenticular
1789,538232,Spiral
1790,538233,Bar Spiral
1791,538246,Elliptical
1792,538251,Irregular
1793,538264,Spiral
1794,538281,Spiral
1795,538306,Irregular
1796,538317,Spiral
1797,538318,Spiral
1798,538321,Elliptical
1799,538373,Irregular
1800,538377,Elliptical
1801,538379,Elliptical
1802,538382,Spiral
1803,538386,Spiral
1804,538396,Irregular
1805,538407,Irregular
1806,538410,Spiral
1807,538433,Elliptical
1808,538440,Elliptical
1809,538454,Spiral
1810,538456,Elliptical
1811,538465,Spiral
1812,538490,Elliptical
1813,538539,Elliptical
1814,538558,Lenticular
1815,538561,Elliptical
1816,538578,Spiral
1817,538600,Spiral
1818,538614,Elliptical
1819,538622,Lenticular
1820,538650,Elliptical
1821,538651,Lenticular
1822,538681,Spiral
1823,538683,Spiral
1824,538694,Elliptical
1825,538701,Lenticular
1826,538717,Elliptical
1827,538719,Lenticular
1828,538732,Spiral
1829,538765,Lenticular
1830,538781,Elliptical
1831,538786,Spiral
1832,538855,Spiral
1833,538861,Irregular
1834,538869,Elliptical
1835,538887,Spiral
1836,538889,Irregular
1837,538946,Bar Spiral
1838,538954,Spiral
1839,538980,Irregular
1840,538981,Spiral
1841,538983,Lenticular
1842,538991,Irregular
1843,538997,Lenticular
1844,539088,Elliptical
1845,539093,Elliptical
1846,539113,Elliptical
1847,539120,Lenticular
1848,539124,Bar Spiral
1849,539158,Elliptical
1850,539178,Elliptical
1851,539206,Lenticular
1852,539225,Spiral
1853,539246,Spiral
1854,539274,Elliptical
1855,539305,Spiral
1856,539323,Lenticular
1857,539338,Bar Spiral
1858,539339,Elliptical
1859,539357,Elliptical
1860,539367,Spiral
1861,539370,Bar Spiral
1862,539375,Elliptical
1863,539423,Irregular
1864,539444,Spiral
1865,539458,Lenticular
1866,539460,Irregular
1867,539476,Spiral
1868,539491,Elliptical
1869,539498,Elliptical
1870,539507,Lenticular
1871,539534,Lenticular
1872,539544,Elliptical
1873,539574,Elliptical
1874,539577,Spiral
1875,539578,Irregular
1876,539584,Elliptical
1877,539589,Elliptical
1878,539651,Spiral
1879,539668,Spiral
1880,539669,Irregular
1881,539676,Elliptical
1882,539679,Elliptical Cigar
1883,539686,Spiral
1884,539694,Lenticular
1885,539738,Spiral
1886,539743,Spiral
1887,539770,Spiral
1888,539790,Elliptical
1889,539819,Spiral
1890,539835,Spiral
1891,539847,Bar Spiral
1892,539855,Irregular
1893,539878,Bar Spiral
1894,539912,Elliptical
1895,539954,Elliptical
1896,539957,Elliptical
1897,539970,Spiral
1898,539978,Bar Spiral
1899,539989,Bar Spiral
1900,540009,Spiral
1901,540034,Elliptical
1902,540047,Elliptical Cigar
1903,540058,Spiral
1904,540062,Elliptical
1905,540074,Spiral
1906,540090,Irregular
1907,540096,Spiral
1908,540113,Elliptical
1909,540121,Spiral
1910,540158,Bar Spiral
1911,540170,Spiral
1912,540177,Spiral
1913,540188,Elliptical
1914,540193,Irregular
1915,540203,Spiral
1916,540207,Irregular
1917,540219,Bar Spiral
1918,540232,Irregular
1919,540234,Elliptical
1920,540239,Elliptical
1921,540245,Irregular
1922,540265,Elliptical
1923,540302,Spiral
1924,540318,Spiral
1925,540320,Bar Spiral
1926,540325,Irregular
1927,540331,Spiral
1928,540341,Spiral
1929,540356,Elliptical
1930,540370,Bar Spiral
1931,540389,Spiral
1932,540446,Elliptical
1933,540449,Bar Spiral
1934,540451,Irregular
1935,540461,Spiral
1936,540466,Elliptical
1937,540469,Elliptical
1938,540473,Bar Spiral
1939,540480,Irregular
1940,540494,Irregular
1941,540545,Elliptical
1942,540561,Irregular
1943,540588,Elliptical
1944,540589,Bar Spiral
1945,540609,Bar Spiral
1946,540612,Spiral
1947,540615,Irregular
1948,540617,Bar Spiral
1949,540623,Elliptical
1950,540629,Bar Spiral
1951,540632,Spiral
1952,540661,Spiral
1953,540708,Elliptical
1954,540711,Elliptical
1955,540719,Spiral
1956,540724,Elliptical
1957,540730,Spiral
1958,540739,Lenticular
1959,540751,Spiral
1960,540765,Spiral
1961,540766,Elliptical
1962,540773,Elliptical
1963,540801,Spiral
1964,540816,Bar Spiral
1965,540822,Irregular
1966,540825,Elliptical
1967,540862,Spiral
1968,540880,Elliptical
1969,540891,Irregular
1970,540897,Irregular
1971,540932,Elliptical
1972,540940,Elliptical
1973,540941,Spiral
1974,540947,Elliptical
1975,540957,Elliptical
1976,540965,Spiral
1977,540991,Lenticular
1978,541004,Elliptical Cigar
1979,541023,Irregular
1980,541024,Elliptical
1981,541057,Spiral
1982,541106,Elliptical
1983,541108,Elliptical
1984,541116,Spiral
1985,541125,Spiral
1986,541127,Elliptical
1987,541145,Irregular
1988,541147,Spiral
1989,541155,Elliptical
1990,541158,Elliptical
1991,541172,Irregular
1992,541177,Spiral
1993,541183,Elliptical
1994,541199,Elliptical
1995,541215,Irregular
1996,541232,Lenticular
1997,541234,Spiral
1998,541257,Irregular
1999,541281,Elliptical Cigar
2000,541285,Irregular
2001,541294,Irregular
2002,541300,Bar Spiral
2003,541303,Lenticular
2004,541312,Spiral
2005,541326,Spiral
2006,541329,Bar Spiral
2007,541340,Spiral
2008,541344,Elliptical
2009,541355,Spiral
2010,541422,Spiral
2011,541446,Elliptical
2012,541451,Elliptical
2013,541454,Spiral
2014,541462,Elliptical
2015,541474,Spiral
2016,541477,Elliptical
2017,541510,Bar Spiral
2018,541520,Elliptical
2019,541525,Irregular
2020,541526,Irregular
2021,541550,Elliptical
2022,541552,Irregular
2023,541573,Lenticular
2024,541585,Elliptical
2025,541592,Elliptical
2026,541596,Elliptical
2027,541612,Elliptical
2028,541639,Spiral
2029,541642,Elliptical
2030,541651,Elliptical
2031,541656,Spiral
2032,541667,Elliptical
2033,541668,Irregular
2034,541671,Spiral
2035,541676,Elliptical
2036,541694,Spiral
2037,541707,Elliptical
2038,541721,Elliptical
2039,541736,Spiral
2040,541746,Spiral
2041,541761,Irregular
2042,541765,Spiral
2043,541769,Spiral
2044,541778,Elliptical
2045,541784,Elliptical
2046,541816,Spiral
2047,541838,Irregular
2048,541848,Elliptical
2049,541875,Irregular
2050,541886,Lenticular
2051,541903,Spiral
2052,541908,Elliptical
2053,541916,Elliptical
2054,541917,Bar Spiral
2055,541922,Bar Spiral
2056,541925,Spiral
2057,541942,Spiral
2058,541957,Spiral
2059,541966,Spiral
2060,541975,Spiral
2061,541977,Elliptical
2062,541992,Irregular
2063,542020,Spiral
2064,542033,Elliptical
2065,542046,Elliptical
2066,542064,Irregular
2067,542065,Lenticular
2068,542071,Elliptical
2069,542073,Bar Spiral
2070,542082,Bar Spiral
2071,542086,Lenticular
2072,542100,Elliptical
2073,542104,Irregular
2074,542129,Bar Spiral
2075,542153,Spiral
2076,542162,Spiral
2077,542186,Elliptical
2078,542195,Elliptical
2079,542200,Lenticular
2080,542205,Elliptical
2081,542225,Bar Spiral
2082,542240,Spiral
2083,542243,Spiral
2084,542267,Lenticular
2085,542285,Bar Spiral
2086,542319,Elliptical
2087,542338,Lenticular
2088,542339,Elliptical
2089,542355,Elliptical
2090,542378,Elliptical
2091,542383,Elliptical
2092,542388,Elliptical
2093,542390,Elliptical
2094,542409,Irregular
2095,542437,Irregular
2096,542442,Elliptical
2097,542488,Irregular
2098,542532,Lenticular
2099,542533,Spiral
2100,542537,Elliptical
2101,542574,Elliptical
2102,542581,Elliptical
2103,542603,Spiral
2104,542611,Spiral
2105,542621,Elliptical
2106,542628,Irregular
2107,542644,Elliptical
2108,542675,Elliptical
2109,542697,Elliptical
2110,542710,Spiral
2111,542730,Spiral
2112,542738,Spiral
2113,542748,Spiral
2114,542763,Bar Spiral
2115,542779,Elliptical
2116,542781,Elliptical
2117,542784,Spiral
2118,542796,Irregular
2119,542807,Lenticular
2120,542810,Elliptical
2121,542831,Elliptical
2122,542835,Lenticular
2123,542841,Irregular
2124,542848,Spiral
2125,542883,Irregular
2126,542906,Elliptical
2127,542912,Elliptical
2128,542972,Irregular
2129,543070,Elliptical
2130,543074,Spiral
2131,543075,Bar Spiral
2132,543080,Elliptical
2133,543114,Irregular
2134,543132,Bar Spiral
2135,543140,Bar Spiral
2136,543154,Spiral
2137,543160,Spiral
2138,543161,Elliptical
2139,543184,Elliptical
2140,543190,Elliptical
2141,543195,Irregular
2142,543201,Spiral
2143,543224,Irregular
2144,543225,Elliptical
2145,543246,Irregular
2146,543268,Elliptical
2147,543288,Irregular
2148,543336,Elliptical
2149,543341,Spiral
2150,543343,Spiral
2151,543346,Elliptical
2152,543375,Elliptical
2153,543386,Spiral
2154,543393,Spiral
2155,543408,Spiral
2156,543411,Irregular
2157,543414,Spiral
2158,543432,Spiral
2159,543437,Elliptical Cigar
2160,543451,Elliptical
2161,543499,Spiral
2162,543542,Spiral
2163,543564,Irregular
2164,543565,Irregular
2165,543611,Lenticular
2166,543613,Spiral
2167,543620,Bar Spiral
2168,543640,Elliptical
2169,543677,Irregular
2170,543680,Elliptical
2171,543686,Irregular
2172,543696,Elliptical
2173,543711,Elliptical
2174,543745,Elliptical
2175,543752,Elliptical
2176,543773,Lenticular
2177,543774,Bar Spiral
2178,543800,Lenticular
2179,543804,Bar Spiral
2180,543806,Lenticular
2181,543815,Irregular
2182,543830,Elliptical
2183,543837,Irregular
2184,543840,Bar Spiral
2185,543857,Bar Spiral
2186,543866,Spiral
2187,543872,Spiral
2188,543874,Spiral
2189,543878,Irregular
2190,543879,Elliptical
2191,543900,Lenticular
2192,543902,Irregular
2193,543915,Elliptical
2194,543921,Elliptical
2195,543944,Elliptical Cigar
2196,543952,Bar Spiral
2197,543954,Bar Spiral
2198,543955,Spiral
2199,543957,Spiral
2200,543960,Spiral
2201,544000,Bar Spiral
2202,544013,Spiral
2203,544015,Irregular
2204,544017,Elliptical
2205,544019,Irregular
2206,544024,Elliptical
2207,544041,Lenticular
2208,544048,Elliptical
2209,544054,Elliptical
2210,544055,Elliptical
2211,544057,Bar Spiral
2212,544070,Spiral
2213,544091,Irregular
2214,544103,Elliptical
2215,544106,Lenticular
2216,544142,Irregular
2217,544155,Elliptical
2218,544176,Elliptical
2219,544180,Spiral
2220,544201,Lenticular
2221,544210,Elliptical
2222,544211,Irregular
2223,544216,Spiral
2224,544283,Elliptical
2225,544297,Spiral
2226,544309,Spiral
2227,544321,Spiral
2228,544352,Bar Spiral
2229,544371,Elliptical
2230,544378,Elliptical
2231,544379,Spiral
2232,544382,Elliptical
2233,544393,Spiral
2234,544399,Irregular
2235,544407,Elliptical
2236,544420,Irregular
2237,544440,Lenticular
2238,544441,Spiral
2239,544460,Elliptical
2240,544461,Spiral
2241,544567,Elliptical Cigar
2242,544569,Spiral
2243,544578,Spiral
2244,544591,Lenticular
2245,544597,Irregular
2246,544627,Elliptical
2247,544635,Elliptical
2248,544638,Spiral
2249,544651,Bar Spiral
2250,544657,Elliptical
2251,544664,Lenticular
2252,544666,Spiral
2253,544698,Spiral
2254,544705,Spiral
2255,544727,Spiral
2256,544746,Spiral
2257,544766,Elliptical
2258,544772,Bar Spiral
2259,544831,Elliptical
2260,544843,Elliptical
2261,544854,Bar Spiral
2262,544865,Irregular
2263,544877,Elliptical
2264,544901,Irregular
2265,544909,Bar Spiral
2266,544918,Irregular
2267,544933,Elliptical
2268,544936,Irregular
2269,544959,Bar Spiral
2270,544965,Spiral
2271,545005,Elliptical
2272,545018,Irregular
2273,545024,Elliptical
2274,545055,Elliptical
2275,545082,Spiral
2276,545083,Elliptical
2277,545084,Spiral
2278,545120,Elliptical
2279,545127,Spiral
2280,545152,Elliptical
2281,545169,Spiral
2282,545173,Lenticular
2283,545191,Elliptical
2284,545220,Spiral
2285,545232,Elliptical
2286,545240,Irregular
2287,545243,Irregular
2288,545265,Elliptical
2289,545266,Elliptical
2290,545271,Elliptical
2291,545272,Elliptical
2292,545278,Irregular
2293,545315,Elliptical
2294,545317,Elliptical
2295,545329,Irregular
2296,545333,Bar Spiral
2297,545385,Elliptical
2298,545388,Irregular
2299,545434,Spiral
2300,545439,Spiral
2301,545456,Bar Spiral
2302,545457,Elliptical
2303,545498,Elliptical
2304,545502,Spiral
2305,545506,Spiral
2306,545550,Irregular
2307,545557,Lenticular
2308,545561,Spiral
2309,545597,Elliptical
2310,545598,Lenticular
2311,545611,Elliptical
2312,545639,Irregular
2313,545652,Elliptical
2314,545666,Irregular
2315,545675,Lenticular
2316,545684,Spiral
2317,545713,Elliptical
2318,545727,Elliptical
2319,545777,Elliptical
2320,545780,Irregular
2321,545834,Elliptical
2322,545843,Elliptical
2323,545860,Elliptical
2324,545896,Elliptical
2325,545901,Irregular
2326,545912,Spiral
2327,545942,Irregular
2328,545944,Elliptical
2329,545949,Spiral
2330,545985,Irregular
2331,545987,Elliptical
2332,545998,Bar Spiral
2333,546016,Bar Spiral
2334,546020,Spiral
2335,546048,Elliptical Cigar
2336,546060,Irregular
2337,546076,Bar Spiral
2338,546086,Elliptical
2339,546102,Irregular
2340,546113,Bar Spiral
2341,546118,Irregular
2342,546123,Spiral
2343,546137,Irregular
2344,546153,Elliptical
2345,546167,Spiral
2346,546169,Spiral
2347,546188,Spiral
2348,546212,Spiral
2349,546243,Elliptical
2350,546265,Spiral
2351,546278,Elliptical
2352,546291,Elliptical
2353,546304,Spiral
2354,546305,Elliptical
2355,546315,Irregular
2356,546373,Bar Spiral
2357,546436,Elliptical
2358,546449,Spiral
2359,546460,Elliptical
2360,546468,Lenticular
2361,546488,Elliptical
2362,546523,Irregular
2363,546529,Bar Spiral
2364,546570,Bar Spiral
2365,546575,Spiral
2366,546586,Elliptical
2367,546602,Elliptical
2368,546615,Lenticular
2369,546631,Spiral
2370,546649,Irregular
2371,546662,Spiral
2372,546682,Elliptical
2373,546684,Elliptical Cigar
2374,546703,Irregular
2375,546714,Elliptical
2376,546736,Elliptical
2377,546748,Elliptical
2378,546773,Elliptical
2379,546787,Elliptical
2380,546844,Spiral
2381,546845,Bar Spiral
2382,546860,Elliptical
2383,546866,Bar Spiral
2384,546867,Lenticular
2385,546881,Spiral
2386,546896,Spiral
2387,546929,Elliptical
2388,546950,Elliptical
2389,547024,Spiral
2390,547055,Spiral
2391,547061,Spiral
2392,547064,Elliptical
2393,547083,Spiral
2394,547099,Spiral
2395,547127,Elliptical
2396,547130,Elliptical
2397,547148,Elliptical
2398,547150,Spiral
2399,547178,Elliptical
2400,547202,Elliptical
2401,547224,Elliptical
2402,547243,Lenticular
2403,547266,Bar Spiral
2404,547276,Bar Spiral
2405,547285,Elliptical
2406,547292,Elliptical
2407,547306,Irregular
2408,547315,Irregular
2409,547326,Elliptical Cigar
2410,547331,Irregular
2411,547336,Spiral
2412,547377,Spiral
2413,547384,Elliptical
2414,547422,Elliptical
2415,547467,Elliptical
2416,547469,Irregular
2417,547471,Irregular
2418,547504,Elliptical
2419,547508,Spiral
2420,547517,Spiral
2421,547530,Spiral
2422,547545,Elliptical
2423,547579,Elliptical
2424,547584,Elliptical
2425,547599,Bar Spiral
2426,547607,Spiral
2427,547634,Irregular
2428,547669,Elliptical
2429,547698,Spiral
2430,547705,Bar Spiral
2431,547793,Spiral
2432,547808,Elliptical
2433,547852,Elliptical
2434,547897,Elliptical
2435,547904,Spiral
2436,547915,Elliptical Cigar
2437,547922,Elliptical
2438,547926,Lenticular
2439,547943,Elliptical
2440,547958,Elliptical
2441,547973,Elliptical
2442,547996,Bar Spiral
2443,547997,Elliptical
2444,548001,Elliptical
2445,548007,Elliptical
2446,548009,Spiral
2447,548013,Elliptical
2448,548024,Bar Spiral
2449,548052,Irregular
2450,548066,Spiral
2451,548068,Bar Spiral
2452,548124,Spiral
