,Label,ImgName
19448,Elliptical,385452.jpg
19449,Spiral,385453.jpg
19450,Bar Spiral,385495.jpg
19451,Spiral,385517.jpg
19452,Bar Spiral,385536.jpg
19453,Lenticular,385544.jpg
19454,Elliptical,385546.jpg
19455,Irregular,385572.jpg
19456,Irregular,385591.jpg
19457,Spiral,385594.jpg
19458,Spiral,385595.jpg
19459,Irregular,385628.jpg
19460,Irregular,385639.jpg
19461,Spiral,385656.jpg
19462,Elliptical,385669.jpg
19463,Spiral,385687.jpg
19464,Elliptical,385699.jpg
19465,Elliptical,385713.jpg
19466,Spiral,385721.jpg
19467,Irregular,385728.jpg
19468,Irregular,385729.jpg
19469,Irregular,385733.jpg
19470,Spiral,385744.jpg
19471,Elliptical,385788.jpg
19472,Irregular,385796.jpg
19473,Irregular,385798.jpg
19474,Elliptical,385807.jpg
19475,Elliptical,385809.jpg
19476,Spiral,385816.jpg
19477,Bar Spiral,385834.jpg
19478,Spiral,385875.jpg
19479,Elliptical,385888.jpg
19480,Elliptical,385894.jpg
19481,Lenticular,385898.jpg
19482,Irregular,385899.jpg
19483,Lenticular,385910.jpg
19484,Irregular,385938.jpg
19485,Spiral,385944.jpg
19486,Lenticular,385951.jpg
19487,Elliptical,385963.jpg
19488,Spiral,385971.jpg
19489,Elliptical,385988.jpg
19490,Elliptical,385998.jpg
19491,Spiral,386002.jpg
19492,Irregular,386006.jpg
19493,Spiral,386018.jpg
19494,Elliptical,386026.jpg
19495,Irregular,386042.jpg
19496,Elliptical,386080.jpg
19497,Bar Spiral,386120.jpg
19498,Elliptical,386138.jpg
19499,Elliptical,386145.jpg
19500,Bar Spiral,386148.jpg
19501,Elliptical,386164.jpg
19502,Spiral,386165.jpg
19503,Elliptical,386175.jpg
19504,Irregular,386179.jpg
19505,Bar Spiral,386200.jpg
19506,Lenticular,386241.jpg
19507,Elliptical,386257.jpg
19508,Irregular,386265.jpg
19509,Elliptical,386279.jpg
19510,Irregular,386283.jpg
19511,Spiral,386288.jpg
19512,Elliptical,386321.jpg
19513,Spiral,386359.jpg
19514,Irregular,386387.jpg
19515,Lenticular,386404.jpg
19516,Elliptical,386411.jpg
19517,Spiral,386427.jpg
19518,Elliptical,386446.jpg
19519,Elliptical,386457.jpg
19520,Elliptical,386467.jpg
19521,Spiral,386493.jpg
19522,Spiral,386495.jpg
19523,Elliptical,386499.jpg
19524,Spiral,386501.jpg
19525,Bar Spiral,386507.jpg
19526,Elliptical Cigar,386513.jpg
19527,Bar Spiral,386522.jpg
19528,Irregular,386569.jpg
19529,Spiral,386597.jpg
19530,Elliptical,386609.jpg
19531,Spiral,386618.jpg
19532,Bar Spiral,386676.jpg
19533,Elliptical,386677.jpg
19534,Spiral,386684.jpg
19535,Irregular,386687.jpg
19536,Spiral,386712.jpg
19537,Spiral,386716.jpg
19538,Spiral,386726.jpg
19539,Irregular,386764.jpg
19540,Elliptical,386770.jpg
19541,Bar Spiral,386783.jpg
19542,Elliptical,386789.jpg
19543,Spiral,386808.jpg
19544,Lenticular,386811.jpg
19545,Spiral,386824.jpg
19546,Irregular,386845.jpg
19547,Lenticular,386854.jpg
19548,Elliptical,386857.jpg
19549,Elliptical,386865.jpg
19550,Elliptical,386868.jpg
19551,Spiral,386884.jpg
19552,Spiral,386900.jpg
19553,Bar Spiral,386902.jpg
19554,Lenticular,386911.jpg
19555,Elliptical Cigar,386938.jpg
19556,Spiral,386942.jpg
19557,Elliptical,386958.jpg
19558,Irregular,386970.jpg
19559,Elliptical,386983.jpg
19560,Elliptical,387013.jpg
19561,Elliptical,387017.jpg
19562,Bar Spiral,387019.jpg
19563,Elliptical,387047.jpg
19564,Lenticular,387059.jpg
19565,Elliptical,387134.jpg
19566,Spiral,387164.jpg
19567,Elliptical,387234.jpg
19568,Elliptical,387262.jpg
19569,Elliptical,387275.jpg
19570,Elliptical,387286.jpg
19571,Elliptical,387301.jpg
19572,Elliptical Cigar,387302.jpg
19573,Elliptical,387304.jpg
19574,Elliptical,387316.jpg
19575,Spiral,387330.jpg
19576,Spiral,387356.jpg
19577,Spiral,387381.jpg
19578,Spiral,387395.jpg
19579,Spiral,387432.jpg
19580,Elliptical,387451.jpg
19581,Elliptical,387457.jpg
19582,Elliptical Cigar,387470.jpg
19583,Lenticular,387509.jpg
19584,Irregular,387523.jpg
19585,Bar Spiral,387530.jpg
19586,Elliptical,387537.jpg
19587,Irregular,387539.jpg
19588,Irregular,387549.jpg
19589,Spiral,387559.jpg
19590,Elliptical Cigar,387579.jpg
19591,Elliptical,387593.jpg
19592,Elliptical,387603.jpg
19593,Elliptical,387608.jpg
19594,Spiral,387646.jpg
19595,Elliptical,387680.jpg
19596,Elliptical,387693.jpg
19597,Spiral,387705.jpg
19598,Spiral,387722.jpg
19599,Elliptical,387735.jpg
19600,Irregular,387765.jpg
19601,Elliptical,387795.jpg
19602,Elliptical,387812.jpg
19603,Elliptical,387827.jpg
19604,Lenticular,387833.jpg
19605,Spiral,387846.jpg
19606,Spiral,387850.jpg
19607,Elliptical,387852.jpg
19608,Elliptical,387870.jpg
19609,Elliptical,387873.jpg
19610,Elliptical,387875.jpg
19611,Spiral,387905.jpg
19612,Elliptical Cigar,387925.jpg
19613,Bar Spiral,387942.jpg
19614,Spiral,387948.jpg
19615,Elliptical,387953.jpg
19616,Spiral,387960.jpg
19617,Irregular,387963.jpg
19618,Irregular,387968.jpg
19619,Irregular,387971.jpg
19620,Bar Spiral,387995.jpg
19621,Elliptical,388033.jpg
19622,Elliptical,388062.jpg
19623,Irregular,388073.jpg
19624,Elliptical Cigar,388081.jpg
19625,Irregular,388082.jpg
19626,Spiral,388094.jpg
19627,Elliptical,388096.jpg
19628,Elliptical,388100.jpg
19629,Spiral,388106.jpg
19630,Bar Spiral,388138.jpg
19631,Spiral,388166.jpg
19632,Irregular,388173.jpg
19633,Spiral,388180.jpg
19634,Elliptical,388190.jpg
19635,Bar Spiral,388200.jpg
19636,Lenticular,388225.jpg
19637,Spiral,388238.jpg
19638,Spiral,388243.jpg
19639,Elliptical,388258.jpg
19640,Spiral,388279.jpg
19641,Spiral,388283.jpg
19642,Spiral,388311.jpg
19643,Elliptical,388320.jpg
19644,Bar Spiral,388359.jpg
19645,Irregular,388382.jpg
19646,Spiral,388383.jpg
19647,Elliptical,388411.jpg
19648,Irregular,388445.jpg
19649,Lenticular,388472.jpg
19650,Elliptical,388492.jpg
19651,Bar Spiral,388494.jpg
19652,Irregular,388496.jpg
19653,Elliptical,388529.jpg
19654,Elliptical,388531.jpg
19655,Elliptical,388552.jpg
19656,Spiral,388604.jpg
19657,Spiral,388605.jpg
19658,Elliptical,388622.jpg
19659,Elliptical,388623.jpg
19660,Elliptical,388633.jpg
19661,Bar Spiral,388641.jpg
19662,Spiral,388649.jpg
19663,Elliptical,388653.jpg
19664,Spiral,388658.jpg
19665,Elliptical,388660.jpg
19666,Elliptical Cigar,388667.jpg
19667,Spiral,388670.jpg
19668,Elliptical,388672.jpg
19669,Elliptical,388681.jpg
19670,Elliptical,388687.jpg
19671,Spiral,388718.jpg
19672,Spiral,388726.jpg
19673,Elliptical,388754.jpg
19674,Elliptical Cigar,388761.jpg
19675,Lenticular,388773.jpg
19676,Irregular,388777.jpg
19677,Spiral,388804.jpg
19678,Spiral,388825.jpg
19679,Elliptical,388833.jpg
19680,Elliptical,388846.jpg
19681,Bar Spiral,388848.jpg
19682,Spiral,388851.jpg
19683,Elliptical Cigar,388918.jpg
19684,Irregular,388961.jpg
19685,Spiral,388964.jpg
19686,Irregular,388967.jpg
19687,Elliptical,388976.jpg
19688,Bar Spiral,388978.jpg
19689,Spiral,388979.jpg
19690,Spiral,388996.jpg
19691,Elliptical Cigar,389062.jpg
19692,Spiral,389067.jpg
19693,Irregular,389068.jpg
19694,Elliptical,389073.jpg
19695,Spiral,389074.jpg
19696,Spiral,389077.jpg
19697,Elliptical,389082.jpg
19698,Spiral,389084.jpg
19699,Elliptical,389106.jpg
19700,Bar Spiral,389149.jpg
19701,Spiral,389159.jpg
19702,Elliptical,389170.jpg
19703,Spiral,389182.jpg
19704,Lenticular,389194.jpg
19705,Elliptical,389201.jpg
19706,Elliptical,389202.jpg
19707,Elliptical Cigar,389241.jpg
19708,Elliptical,389248.jpg
19709,Spiral,389250.jpg
19710,Irregular,389279.jpg
19711,Spiral,389323.jpg
19712,Spiral,389365.jpg
19713,Elliptical,389383.jpg
19714,Lenticular,389394.jpg
19715,Spiral,389400.jpg
19716,Irregular,389420.jpg
19717,Spiral,389426.jpg
19718,Elliptical,389435.jpg
19719,Elliptical,389459.jpg
19720,Elliptical,389463.jpg
19721,Spiral,389467.jpg
19722,Irregular,389491.jpg
19723,Spiral,389508.jpg
19724,Spiral,389525.jpg
19725,Lenticular,389537.jpg
19726,Irregular,389561.jpg
19727,Bar Spiral,389571.jpg
19728,Spiral,389573.jpg
19729,Spiral,389593.jpg
19730,Elliptical,389599.jpg
19731,Irregular,389613.jpg
19732,Elliptical,389626.jpg
19733,Elliptical,389629.jpg
19734,Spiral,389645.jpg
19735,Spiral,389657.jpg
19736,Irregular,389661.jpg
19737,Elliptical,389663.jpg
19738,Irregular,389670.jpg
19739,Spiral,389693.jpg
19740,Elliptical,389703.jpg
19741,Bar Spiral,389746.jpg
19742,Irregular,389755.jpg
19743,Irregular,389756.jpg
19744,Spiral,389773.jpg
19745,Spiral,389780.jpg
19746,Irregular,389821.jpg
19747,Spiral,389885.jpg
19748,Elliptical,389899.jpg
19749,Spiral,389960.jpg
19750,Irregular,389986.jpg
19751,Elliptical,389995.jpg
19752,Irregular,390000.jpg
19753,Elliptical,390006.jpg
19754,Elliptical,390021.jpg
19755,Elliptical,390027.jpg
19756,Spiral,390042.jpg
19757,Elliptical,390044.jpg
19758,Irregular,390151.jpg
19759,Spiral,390157.jpg
19760,Spiral,390165.jpg
19761,Elliptical,390170.jpg
19762,Lenticular,390172.jpg
19763,Elliptical,390180.jpg
19764,Elliptical,390182.jpg
19765,Spiral,390192.jpg
19766,Spiral,390219.jpg
19767,Elliptical,390252.jpg
19768,Lenticular,390259.jpg
19769,Elliptical,390264.jpg
19770,Elliptical Cigar,390265.jpg
19771,Elliptical,390268.jpg
19772,Lenticular,390271.jpg
19773,Bar Spiral,390280.jpg
19774,Elliptical,390281.jpg
19775,Elliptical,390301.jpg
19776,Elliptical,390307.jpg
19777,Bar Spiral,390334.jpg
19778,Elliptical,390347.jpg
19779,Lenticular,390385.jpg
19780,Spiral,390386.jpg
19781,Elliptical,390397.jpg
19782,Spiral,390400.jpg
19783,Elliptical,390403.jpg
19784,Elliptical,390409.jpg
19785,Spiral,390414.jpg
19786,Irregular,390420.jpg
19787,Irregular,390429.jpg
19788,Elliptical Cigar,390435.jpg
19789,Elliptical Cigar,390458.jpg
19790,Irregular,390460.jpg
19791,Lenticular,390478.jpg
19792,Elliptical,390479.jpg
19793,Elliptical,390487.jpg
19794,Irregular,390514.jpg
19795,Irregular,390524.jpg
19796,Elliptical,390525.jpg
19797,Elliptical,390559.jpg
19798,Elliptical,390562.jpg
19799,Elliptical,390584.jpg
19800,Irregular,390593.jpg
19801,Elliptical,390598.jpg
19802,Irregular,390603.jpg
19803,Irregular,390609.jpg
19804,Irregular,390620.jpg
19805,Elliptical Cigar,390630.jpg
19806,Irregular,390647.jpg
19807,Elliptical,390657.jpg
19808,Irregular,390696.jpg
19809,Spiral,390707.jpg
19810,Spiral,390755.jpg
19811,Spiral,390756.jpg
19812,Elliptical,390760.jpg
19813,Spiral,390762.jpg
19814,Elliptical,390778.jpg
19815,Spiral,390781.jpg
19816,Irregular,390795.jpg
19817,Elliptical,390798.jpg
19818,Spiral,390827.jpg
19819,Elliptical,390835.jpg
19820,Elliptical,390853.jpg
19821,Bar Spiral,390857.jpg
19822,Irregular,390865.jpg
19823,Irregular,390874.jpg
19824,Bar Spiral,390894.jpg
19825,Spiral,390910.jpg
19826,Spiral,390918.jpg
19827,Spiral,390930.jpg
19828,Elliptical,390988.jpg
19829,Spiral,390996.jpg
19830,Spiral,391003.jpg
19831,Bar Spiral,391006.jpg
19832,Elliptical,391019.jpg
19833,Spiral,391040.jpg
19834,Irregular,391048.jpg
19835,Spiral,391069.jpg
19836,Elliptical,391078.jpg
19837,Spiral,391094.jpg
19838,Elliptical,391109.jpg
19839,Elliptical,391125.jpg
19840,Irregular,391138.jpg
19841,Spiral,391155.jpg
19842,Elliptical,391165.jpg
19843,Irregular,391173.jpg
19844,Irregular,391193.jpg
19845,Irregular,391212.jpg
19846,Lenticular,391217.jpg
19847,Elliptical,391222.jpg
19848,Elliptical Cigar,391232.jpg
19849,Irregular,391261.jpg
19850,Irregular,391334.jpg
19851,Elliptical,391340.jpg
19852,Elliptical,391343.jpg
19853,Elliptical,391351.jpg
19854,Elliptical,391356.jpg
19855,Elliptical,391361.jpg
19856,Spiral,391362.jpg
19857,Elliptical,391375.jpg
19858,Elliptical,391379.jpg
19859,Spiral,391392.jpg
19860,Elliptical,391398.jpg
19861,Spiral,391411.jpg
19862,Elliptical,391427.jpg
19863,Elliptical,391454.jpg
19864,Elliptical,391484.jpg
19865,Spiral,391505.jpg
19866,Elliptical,391508.jpg
19867,Spiral,391520.jpg
19868,Spiral,391546.jpg
19869,Irregular,391549.jpg
19870,Elliptical,391561.jpg
19871,Spiral,391564.jpg
19872,Irregular,391570.jpg
19873,Spiral,391583.jpg
19874,Spiral,391604.jpg
19875,Spiral,391618.jpg
19876,Spiral,391653.jpg
19877,Bar Spiral,391657.jpg
19878,Irregular,391658.jpg
19879,Lenticular,391659.jpg
19880,Irregular,391670.jpg
19881,Elliptical Cigar,391692.jpg
19882,Spiral,391697.jpg
19883,Elliptical,391706.jpg
19884,Elliptical,391732.jpg
19885,Elliptical,391740.jpg
19886,Spiral,391750.jpg
19887,Lenticular,391752.jpg
19888,Spiral,391756.jpg
19889,Elliptical,391782.jpg
19890,Spiral,391834.jpg
19891,Spiral,391843.jpg
19892,Elliptical,391848.jpg
19893,Irregular,391856.jpg
19894,Spiral,391857.jpg
19895,Elliptical,391890.jpg
19896,Elliptical,391894.jpg
19897,Spiral,391898.jpg
19898,Lenticular,391924.jpg
19899,Elliptical,391927.jpg
19900,Elliptical,391940.jpg
19901,Elliptical,391974.jpg
19902,Spiral,391978.jpg
19903,Bar Spiral,391983.jpg
19904,Irregular,392007.jpg
19905,Irregular,392019.jpg
19906,Spiral,392030.jpg
19907,Bar Spiral,392035.jpg
19908,Elliptical,392065.jpg
19909,Elliptical,392088.jpg
19910,Spiral,392093.jpg
19911,Spiral,392096.jpg
19912,Elliptical,392112.jpg
19913,Elliptical,392118.jpg
19914,Spiral,392123.jpg
19915,Irregular,392135.jpg
19916,Bar Spiral,392148.jpg
19917,Irregular,392153.jpg
19918,Elliptical,392165.jpg
19919,Elliptical,392174.jpg
19920,Elliptical,392196.jpg
19921,Elliptical,392216.jpg
19922,Elliptical,392221.jpg
19923,Spiral,392237.jpg
19924,Irregular,392241.jpg
19925,Spiral,392248.jpg
19926,Irregular,392253.jpg
19927,Irregular,392265.jpg
19928,Spiral,392284.jpg
19929,Spiral,392338.jpg
19930,Elliptical,392386.jpg
19931,Bar Spiral,392456.jpg
19932,Elliptical,392477.jpg
19933,Elliptical,392498.jpg
19934,Irregular,392501.jpg
19935,Elliptical,392502.jpg
19936,Elliptical,392522.jpg
19937,Elliptical,392527.jpg
19938,Elliptical,392537.jpg
19939,Spiral,392544.jpg
19940,Elliptical Cigar,392554.jpg
19941,Spiral,392572.jpg
19942,Elliptical Cigar,392580.jpg
19943,Elliptical,392617.jpg
19944,Irregular,392619.jpg
19945,Elliptical,392621.jpg
19946,Irregular,392631.jpg
19947,Spiral,392646.jpg
19948,Elliptical,392654.jpg
19949,Elliptical,392657.jpg
19950,Spiral,392690.jpg
19951,Spiral,392692.jpg
19952,Lenticular,392698.jpg
19953,Elliptical,392700.jpg
19954,Lenticular,392706.jpg
19955,Spiral,392723.jpg
19956,Bar Spiral,392734.jpg
19957,Spiral,392766.jpg
19958,Spiral,392769.jpg
19959,Spiral,392772.jpg
19960,Irregular,392809.jpg
19961,Irregular,392818.jpg
19962,Spiral,392829.jpg
19963,Spiral,392831.jpg
19964,Elliptical,392834.jpg
19965,Elliptical,392859.jpg
19966,Elliptical,392875.jpg
19967,Spiral,392878.jpg
19968,Elliptical,392881.jpg
19969,Spiral,392884.jpg
19970,Spiral,392887.jpg
19971,Elliptical,392906.jpg
19972,Irregular,392909.jpg
19973,Spiral,392923.jpg
19974,Lenticular,392936.jpg
19975,Elliptical,392938.jpg
19976,Elliptical Cigar,392939.jpg
19977,Irregular,392948.jpg
19978,Irregular,392999.jpg
19979,Irregular,393009.jpg
19980,Elliptical Cigar,393022.jpg
19981,Spiral,393043.jpg
19982,Spiral,393047.jpg
19983,Irregular,393048.jpg
19984,Spiral,393054.jpg
19985,Elliptical,393086.jpg
19986,Elliptical,393089.jpg
19987,Spiral,393091.jpg
19988,Spiral,393125.jpg
19989,Bar Spiral,393128.jpg
19990,Bar Spiral,393141.jpg
19991,Elliptical,393160.jpg
19992,Spiral,393172.jpg
19993,Elliptical,393177.jpg
19994,Elliptical,393186.jpg
19995,Bar Spiral,393197.jpg
19996,Elliptical,393212.jpg
19997,Elliptical,393219.jpg
19998,Spiral,393238.jpg
19999,Lenticular,393241.jpg
20000,Irregular,393250.jpg
20001,Spiral,393260.jpg
20002,Irregular,393261.jpg
20003,Spiral,393268.jpg
20004,Spiral,393270.jpg
20005,Spiral,393291.jpg
20006,Irregular,393301.jpg
20007,Elliptical,393312.jpg
20008,Elliptical,393314.jpg
20009,Bar Spiral,393341.jpg
20010,Elliptical,393361.jpg
20011,Spiral,393378.jpg
20012,Elliptical,393393.jpg
20013,Elliptical,393400.jpg
20014,Spiral,393404.jpg
20015,Elliptical,393405.jpg
20016,Spiral,393444.jpg
20017,Elliptical,393466.jpg
20018,Elliptical,393471.jpg
20019,Spiral,393486.jpg
20020,Irregular,393487.jpg
20021,Elliptical,393496.jpg
20022,Irregular,393519.jpg
20023,Spiral,393528.jpg
20024,Bar Spiral,393539.jpg
20025,Bar Spiral,393556.jpg
20026,Spiral,393568.jpg
20027,Elliptical,393584.jpg
20028,Spiral,393587.jpg
20029,Elliptical,393588.jpg
20030,Bar Spiral,393593.jpg
20031,Spiral,393603.jpg
20032,Spiral,393624.jpg
20033,Elliptical,393625.jpg
20034,Elliptical,393648.jpg
20035,Irregular,393667.jpg
20036,Elliptical,393692.jpg
20037,Elliptical,393695.jpg
20038,Elliptical,393699.jpg
20039,Elliptical,393704.jpg
20040,Elliptical,393720.jpg
20041,Spiral,393785.jpg
20042,Bar Spiral,393794.jpg
20043,Elliptical,393827.jpg
20044,Spiral,393828.jpg
20045,Elliptical,393858.jpg
20046,Spiral,393866.jpg
20047,Elliptical,393876.jpg
20048,Spiral,393878.jpg
20049,Elliptical,393897.jpg
20050,Spiral,393899.jpg
20051,Elliptical,393906.jpg
20052,Spiral,393915.jpg
20053,Elliptical,393926.jpg
20054,Spiral,393967.jpg
20055,Irregular,393977.jpg
20056,Lenticular,394001.jpg
20057,Spiral,394005.jpg
20058,Elliptical,394015.jpg
20059,Spiral,394030.jpg
20060,Spiral,394034.jpg
20061,Irregular,394035.jpg
20062,Elliptical,394044.jpg
20063,Spiral,394045.jpg
20064,Elliptical,394062.jpg
20065,Lenticular,394098.jpg
20066,Elliptical,394099.jpg
20067,Spiral,394130.jpg
20068,Spiral,394132.jpg
20069,Irregular,394142.jpg
20070,Irregular,394156.jpg
20071,Irregular,394161.jpg
20072,Spiral,394164.jpg
20073,Elliptical,394176.jpg
20074,Irregular,394203.jpg
20075,Irregular,394221.jpg
20076,Elliptical,394242.jpg
20077,Spiral,394243.jpg
20078,Irregular,394246.jpg
20079,Elliptical,394253.jpg
20080,Irregular,394265.jpg
20081,Bar Spiral,394285.jpg
20082,Spiral,394319.jpg
20083,Elliptical,394362.jpg
20084,Elliptical Cigar,394390.jpg
20085,Spiral,394392.jpg
20086,Elliptical,394426.jpg
20087,Bar Spiral,394434.jpg
20088,Bar Spiral,394436.jpg
20089,Elliptical,394441.jpg
20090,Elliptical,394477.jpg
20091,Bar Spiral,394512.jpg
20092,Spiral,394524.jpg
20093,Spiral,394529.jpg
20094,Spiral,394536.jpg
20095,Elliptical,394558.jpg
20096,Spiral,394566.jpg
20097,Irregular,394573.jpg
20098,Irregular,394579.jpg
20099,Bar Spiral,394582.jpg
20100,Irregular,394588.jpg
20101,Spiral,394599.jpg
20102,Elliptical,394614.jpg
20103,Irregular,394615.jpg
20104,Spiral,394621.jpg
20105,Spiral,394641.jpg
20106,Elliptical,394652.jpg
20107,Irregular,394676.jpg
20108,Elliptical,394684.jpg
20109,Elliptical,394685.jpg
20110,Irregular,394691.jpg
20111,Spiral,394694.jpg
20112,Spiral,394695.jpg
20113,Elliptical,394708.jpg
20114,Spiral,394712.jpg
20115,Elliptical,394724.jpg
20116,Spiral,394740.jpg
20117,Elliptical,394746.jpg
20118,Elliptical,394764.jpg
20119,Irregular,394799.jpg
20120,Bar Spiral,394807.jpg
20121,Spiral,394823.jpg
20122,Spiral,394838.jpg
20123,Irregular,394848.jpg
20124,Bar Spiral,394852.jpg
20125,Elliptical,394858.jpg
20126,Bar Spiral,394863.jpg
20127,Spiral,394865.jpg
20128,Spiral,394876.jpg
20129,Spiral,394878.jpg
20130,Irregular,394882.jpg
20131,Elliptical Cigar,394933.jpg
20132,Bar Spiral,394954.jpg
20133,Spiral,394972.jpg
20134,Spiral,394975.jpg
20135,Irregular,394979.jpg
20136,Elliptical,394990.jpg
20137,Spiral,395006.jpg
20138,Irregular,395012.jpg
20139,Elliptical,395013.jpg
20140,Spiral,395014.jpg
20141,Spiral,395026.jpg
20142,Elliptical,395036.jpg
20143,Spiral,395037.jpg
20144,Elliptical,395047.jpg
20145,Irregular,395062.jpg
20146,Elliptical,395080.jpg
20147,Spiral,395105.jpg
20148,Lenticular,395114.jpg
20149,Elliptical,395138.jpg
20150,Elliptical,395157.jpg
20151,Elliptical,395159.jpg
20152,Elliptical,395168.jpg
20153,Elliptical,395176.jpg
20154,Lenticular,395180.jpg
20155,Spiral,395197.jpg
20156,Bar Spiral,395239.jpg
20157,Elliptical,395242.jpg
20158,Spiral,395246.jpg
20159,Spiral,395250.jpg
20160,Spiral,395254.jpg
20161,Elliptical,395258.jpg
20162,Irregular,395264.jpg
20163,Spiral,395271.jpg
20164,Spiral,395280.jpg
20165,Elliptical,395281.jpg
20166,Bar Spiral,395290.jpg
20167,Elliptical,395309.jpg
20168,Elliptical,395316.jpg
20169,Elliptical,395368.jpg
20170,Lenticular,395373.jpg
20171,Irregular,395411.jpg
20172,Spiral,395417.jpg
20173,Spiral,395451.jpg
20174,Irregular,395456.jpg
20175,Spiral,395457.jpg
20176,Spiral,395482.jpg
20177,Spiral,395545.jpg
20178,Elliptical,395552.jpg
20179,Spiral,395553.jpg
20180,Elliptical Cigar,395567.jpg
20181,Elliptical,395574.jpg
20182,Elliptical,395579.jpg
20183,Spiral,395593.jpg
20184,Spiral,395666.jpg
20185,Elliptical,395673.jpg
20186,Spiral,395675.jpg
20187,Elliptical,395687.jpg
20188,Lenticular,395710.jpg
20189,Elliptical,395737.jpg
20190,Lenticular,395738.jpg
20191,Elliptical,395743.jpg
20192,Spiral,395744.jpg
20193,Elliptical,395754.jpg
20194,Spiral,395797.jpg
20195,Irregular,395803.jpg
20196,Spiral,395847.jpg
20197,Elliptical,395852.jpg
20198,Spiral,395869.jpg
20199,Elliptical,395879.jpg
20200,Irregular,395885.jpg
20201,Lenticular,395888.jpg
20202,Irregular,395892.jpg
20203,Spiral,395907.jpg
20204,Elliptical,395926.jpg
20205,Irregular,395927.jpg
20206,Elliptical,395946.jpg
20207,Spiral,395980.jpg
20208,Spiral,395982.jpg
20209,Elliptical,395985.jpg
20210,Bar Spiral,395998.jpg
20211,Spiral,396002.jpg
20212,Elliptical,396014.jpg
20213,Elliptical,396078.jpg
20214,Spiral,396083.jpg
20215,Spiral,396097.jpg
20216,Spiral,396109.jpg
20217,Irregular,396131.jpg
20218,Elliptical,396157.jpg
20219,Spiral,396182.jpg
20220,Bar Spiral,396199.jpg
20221,Elliptical,396206.jpg
20222,Elliptical,396209.jpg
20223,Irregular,396238.jpg
20224,Elliptical Cigar,396279.jpg
20225,Spiral,396300.jpg
20226,Spiral,396303.jpg
20227,Irregular,396314.jpg
20228,Elliptical,396315.jpg
20229,Bar Spiral,396330.jpg
20230,Elliptical,396333.jpg
20231,Spiral,396337.jpg
20232,Elliptical,396339.jpg
20233,Elliptical,396343.jpg
20234,Lenticular,396374.jpg
20235,Lenticular,396398.jpg
20236,Elliptical,396417.jpg
20237,Irregular,396418.jpg
20238,Spiral,396426.jpg
20239,Lenticular,396431.jpg
20240,Irregular,396433.jpg
20241,Elliptical,396437.jpg
20242,Spiral,396470.jpg
20243,Irregular,396485.jpg
20244,Bar Spiral,396504.jpg
20245,Spiral,396506.jpg
20246,Bar Spiral,396507.jpg
20247,Spiral,396525.jpg
20248,Spiral,396547.jpg
20249,Spiral,396562.jpg
20250,Spiral,396581.jpg
20251,Spiral,396609.jpg
20252,Elliptical,396623.jpg
20253,Elliptical,396631.jpg
20254,Spiral,396641.jpg
20255,Spiral,396650.jpg
20256,Spiral,396666.jpg
20257,Irregular,396668.jpg
20258,Elliptical,396670.jpg
20259,Elliptical Cigar,396672.jpg
20260,Spiral,396690.jpg
20261,Elliptical,396703.jpg
20262,Elliptical,396719.jpg
20263,Elliptical Cigar,396723.jpg
20264,Elliptical Cigar,396730.jpg
20265,Spiral,396742.jpg
20266,Spiral,396750.jpg
20267,Elliptical,396751.jpg
20268,Bar Spiral,396760.jpg
20269,Elliptical,396771.jpg
20270,Spiral,396777.jpg
20271,Bar Spiral,396822.jpg
20272,Elliptical,396831.jpg
20273,Spiral,396855.jpg
20274,Spiral,396859.jpg
20275,Bar Spiral,396874.jpg
20276,Spiral,396883.jpg
20277,Spiral,396893.jpg
20278,Irregular,396906.jpg
20279,Elliptical,396930.jpg
20280,Elliptical Cigar,396933.jpg
20281,Spiral,396971.jpg
20282,Spiral,396972.jpg
20283,Spiral,396973.jpg
20284,Bar Spiral,396981.jpg
20285,Bar Spiral,397001.jpg
20286,Elliptical,397011.jpg
20287,Elliptical,397015.jpg
20288,Irregular,397033.jpg
20289,Elliptical,397040.jpg
20290,Elliptical,397046.jpg
20291,Elliptical,397086.jpg
20292,Elliptical,397104.jpg
20293,Bar Spiral,397144.jpg
20294,Elliptical,397145.jpg
20295,Elliptical,397172.jpg
20296,Spiral,397176.jpg
20297,Elliptical,397206.jpg
20298,Elliptical,397209.jpg
20299,Bar Spiral,397211.jpg
20300,Spiral,397250.jpg
20301,Elliptical,397255.jpg
20302,Spiral,397263.jpg
20303,Spiral,397270.jpg
20304,Lenticular,397297.jpg
20305,Elliptical,397348.jpg
20306,Elliptical Cigar,397361.jpg
20307,Spiral,397367.jpg
20308,Elliptical,397371.jpg
20309,Spiral,397407.jpg
20310,Spiral,397436.jpg
20311,Elliptical,397438.jpg
20312,Lenticular,397462.jpg
20313,Elliptical,397464.jpg
20314,Spiral,397477.jpg
20315,Irregular,397480.jpg
20316,Elliptical,397484.jpg
20317,Elliptical,397488.jpg
20318,Elliptical,397492.jpg
20319,Irregular,397518.jpg
20320,Elliptical,397527.jpg
20321,Spiral,397563.jpg
20322,Elliptical,397587.jpg
20323,Elliptical,397596.jpg
20324,Irregular,397610.jpg
20325,Elliptical Cigar,397646.jpg
20326,Bar Spiral,397647.jpg
20327,Irregular,397652.jpg
20328,Elliptical,397677.jpg
20329,Spiral,397699.jpg
20330,Lenticular,397705.jpg
20331,Elliptical,397717.jpg
